Location ID,Location,Date (Year Month),Value in F,Rank,1901-2000 Mean in F,Anomaly (1901-2000 base period)
3500,Oregon,201012,33.4,86,31.8,1.6
3600,Pennsylvania,201012,25.4,25,28.9,-3.5
3700,Rhode Island,201012,30.3,44,31,-0.7
3800,South Carolina,201012,38.3,3,45.6,-7.3
3900,South Dakota,201012,17.7,39,19.7,-2
4000,Tennessee,201012,32.7,7,39.2,-6.5
4100,Texas,201012,49.2,98,46.9,2.3
4200,Utah,201012,32.5,116,27,5.5
4300,Vermont,201012,20.8,52,20.2,0.6
4400,Virginia,201012,30.1,6,36.8,-6.7
4500,Washington,201012,31.9,80,30.6,1.3
4600,West Virginia,201012,25.3,4,33.1,-7.8
4700,Wisconsin,201012,16.9,44,18.1,-1.2
4800,Wyoming,201012,23.8,97,20.6,3.2
100,Alabama,201101,41.1,25,45.1,-4
200,Arizona,201101,41.5,69,40.7,0.8
300,Arkansas,201101,37.6,35,39.3,-1.7
400,California,201101,45.2,102,42.3,2.9
500,Colorado,201101,24,55,23.7,0.3
600,Connecticut,201101,23.2,34,25.4,-2.2
700,Delaware,201101,30.3,30,33.3,-3
800,Florida,201101,54.9,26,57.8,-2.9
900,Georgia,201101,41.8,19,46.1,-4.3
1000,Idaho,201101,24,73,22,2
1100,Illinois,201101,22.7,33,25.3,-2.6
1200,Indiana,201101,23.7,38,26.5,-2.8
1300,Iowa,201101,14.8,34,17.7,-2.9
1400,Kansas,201101,27.3,39,28.6,-1.3
1500,Kentucky,201101,30.2,28,33.6,-3.4
1600,Louisiana,201101,46.9,35,49.3,-2.4
1700,Maine,201101,15.9,90,13.2,2.7
1800,Maryland,201101,29.6,33,32.4,-2.8
1900,Massachusetts,201101,22.4,36,24.1,-1.7
2000,Michigan,201101,16.9,46,18.1,-1.2
2100,Minnesota,201101,5,46,6.5,-1.5
2200,Mississippi,201101,42.2,30,45.1,-2.9
2300,Missouri,201101,26.7,28,29.4,-2.7
2400,Montana,201101,19.1,67,16.7,2.4
2500,Nebraska,201101,20.4,39,22.1,-1.7
2600,Nevada,201101,32.9,89,29.9,3
2700,New Hampshire,201101,16.8,54,17.1,-0.3
2800,New Jersey,201101,27.2,37,29.6,-2.4
2900,New Mexico,201101,33.8,62,33.6,0.2
3000,New York,201101,18.6,43,19.8,-1.2
3100,North Carolina,201101,36.2,22,40,-3.8
3200,North Dakota,201101,6.4,53,6.4,0
3300,Ohio,201101,23.5,30,26.9,-3.4
3400,Oklahoma,201101,35,33,36.5,-1.5
3500,Oregon,201101,33.9,98,30.2,3.7
3600,Pennsylvania,201101,22.5,33,25.3,-2.8
3700,Rhode Island,201101,25.2,36,27.2,-2
3800,South Carolina,201101,40.6,20,44.6,-4
3900,South Dakota,201101,13,41,15,-2
4000,Tennessee,201101,33.9,27,37.2,-3.3
4100,Texas,201101,45,52,45.4,-0.4
4200,Utah,201101,25.4,55,25.3,0.1
4300,Vermont,201101,15.7,65,15.3,0.4
4400,Virginia,201101,32.1,32,34.8,-2.7
4500,Washington,201101,32.1,96,28.4,3.7
4600,West Virginia,201101,27.1,30,30.5,-3.4
4700,Wisconsin,201101,12.2,51,12.4,-0.2
4800,Wyoming,201101,20.3,72,18.4,1.9
100,Alabama,201102,49.5,83,48,1.5
200,Arizona,201102,41.7,16,44.7,-3
300,Arkansas,201102,43.9,73,43.1,0.8
400,California,201102,43.4,29,45.3,-1.9
500,Colorado,201102,24.2,24,27.4,-3.2
600,Connecticut,201102,27.1,66,26.3,0.8
700,Delaware,201102,38.8,105,34.4,4.4
800,Florida,201102,61.8,92,59.4,2.4
900,Georgia,201102,51.1,90,48.6,2.5
1000,Idaho,201102,24.3,31,26.4,-2.1
1100,Illinois,201102,30.2,73,29.2,1
1200,Indiana,201102,31.2,80,29.4,1.8
1300,Iowa,201102,22.6,65,22.7,-0.1
1400,Kansas,201102,30.2,34,33.6,-3.4
1500,Kentucky,201102,39.1,86,36.5,2.6
1600,Louisiana,201102,52.5,62,52.4,0.1
1700,Maine,201102,16.2,71,14.9,1.3
1800,Maryland,201102,37.6,101,33.8,3.8
1900,Massachusetts,201102,25.5,63,25,0.5
2000,Michigan,201102,21.3,79,19.1,2.2
2100,Minnesota,201102,13.2,80,12.1,1.1
2200,Mississippi,201102,49.8,78,48.3,1.5
2300,Missouri,201102,33.2,55,33.8,-0.6
2400,Montana,201102,16.4,30,21.3,-4.9
2500,Nebraska,201102,24.5,47,26.7,-2.2
2600,Nevada,201102,32.8,38,34.1,-1.3
2700,New Hampshire,201102,18.7,59,18.5,0.2
2800,New Jersey,201102,34.4,96,30.6,3.8
2900,New Mexico,201102,35,17,37.8,-2.8
3000,New York,201102,21.8,69,20.7,1.1
3100,North Carolina,201102,45.7,103,41.9,3.8
3200,North Dakota,201102,10,53,11.9,-1.9
3300,Ohio,201102,30.5,75,29,1.5
3400,Oklahoma,201102,39.4,41,41.2,-1.8
3500,Oregon,201102,32.6,33,34.1,-1.5
3600,Pennsylvania,201102,28.6,83,26.5,2.1
3700,Rhode Island,201102,28.8,71,27.8,1
3800,South Carolina,201102,50.4,97,46.8,3.6
3900,South Dakota,201102,16.3,42,19.9,-3.6
4000,Tennessee,201102,43.1,89,40.1,3
4100,Texas,201102,48.7,51,49.4,-0.7
4200,Utah,201102,28.6,38,30.3,-1.7
4300,Vermont,201102,17.6,69,16.5,1.1
4400,Virginia,201102,40.9,103,36.7,4.2
4500,Washington,201102,31.1,32,33.1,-2
4600,West Virginia,201102,36.8,99,32.7,4.1
4700,Wisconsin,201102,18.5,83,16.4,2.1
4800,Wyoming,201102,18,23,22.3,-4.3
100,Alabama,201103,57.8,90,55.1,2.7
200,Arizona,201103,53.3,110,49.5,3.8
300,Arkansas,201103,52.5,80,51.3,1.2
400,California,201103,48.7,59,48.8,-0.1
500,Colorado,201103,37.7,102,33.7,4
600,Connecticut,201103,37,87,35.4,1.6
700,Delaware,201103,43.9,74,42.7,1.2
800,Florida,201103,66.5,94,64,2.5
900,Georgia,201103,57.8,85,55.4,2.4
1000,Idaho,201103,33.4,66,32.6,0.8
1100,Illinois,201103,41.6,80,39.8,1.8
1200,Indiana,201103,41.7,85,39.5,2.2
1300,Iowa,201103,35.1,65,34.6,0.5
1400,Kansas,201103,44.1,77,42.4,1.7
1500,Kentucky,201103,47.9,89,45.4,2.5
1600,Louisiana,201103,62,95,59,3
1700,Maine,201103,26.8,77,25.9,0.9
1800,Maryland,201103,43.7,74,42.5,1.2
1900,Massachusetts,201103,35.4,83,34.2,1.2
2000,Michigan,201103,28.8,60,29,-0.2
2100,Minnesota,201103,23.6,51,25.3,-1.7
2200,Mississippi,201103,57.8,87,55.6,2.2
2300,Missouri,201103,45.1,77,43.6,1.5
2400,Montana,201103,28.6,50,29.4,-0.8
2500,Nebraska,201103,37.1,72,35.8,1.3
2600,Nevada,201103,40.6,79,39.5,1.1
2700,New Hampshire,201103,29.3,73,28.8,0.5
2800,New Jersey,201103,41.2,87,39.3,1.9
2900,New Mexico,201103,49.2,122,43.5,5.7
3000,New York,201103,30.9,70,30.6,0.3
3100,North Carolina,201103,50.6,80,49.3,1.3
3200,North Dakota,201103,19.2,25,24.8,-5.6
3300,Ohio,201103,39.6,73,38.5,1.1
3400,Oklahoma,201103,52.4,92,49.3,3.1
3500,Oregon,201103,37.9,58,38.3,-0.4
3600,Pennsylvania,201103,36.3,67,35.8,0.5
3700,Rhode Island,201103,38,93,36.1,1.9
3800,South Carolina,201103,55.8,86,53.8,2
3900,South Dakota,201103,27.3,31,30.8,-3.5
4000,Tennessee,201103,50.6,85,48.4,2.2
4100,Texas,201103,61.8,117,56.3,5.5
4200,Utah,201103,39.4,87,37.3,2.1
4300,Vermont,201103,27.5,71,27.2,0.3
4400,Virginia,201103,46,78,44.7,1.3
4500,Washington,201103,38.4,60,38.6,-0.2
4600,West Virginia,201103,42.6,77,41.1,1.5
4700,Wisconsin,201103,28,61,28.3,-0.3
4800,Wyoming,201103,32,88,29.1,2.9
100,Alabama,201104,65.7,104,62.8,2.9
200,Arizona,201104,58.9,93,56.7,2.2
300,Arkansas,201104,63.5,107,60.5,3
400,California,201104,53.4,50,54,-0.6
500,Colorado,201104,43,59,42.5,0.5
600,Connecticut,201104,48.9,103,46,2.9
700,Delaware,201104,57.2,121,52,5.2
800,Florida,201104,73,120,69.3,3.7
900,Georgia,201104,65.8,106,63,2.8
1000,Idaho,201104,36.4,8,41,-4.6
1100,Illinois,201104,53.1,85,51.5,1.6
1200,Indiana,201104,53,96,50.6,2.4
1300,Iowa,201104,47.6,50,48.1,-0.5
1400,Kansas,201104,55.2,82,53.5,1.7
1500,Kentucky,201104,58.8,111,55.2,3.6
1600,Louisiana,201104,70.4,120,66.3,4.1
1700,Maine,201104,39,73,38.3,0.7
1800,Maryland,201104,56.7,119,52.1,4.6
1900,Massachusetts,201104,47.7,106,44.7,3
2000,Michigan,201104,42,61,41.9,0.1
2100,Minnesota,201104,41.6,70,41.3,0.3
2200,Mississippi,201104,67,112,63.6,3.4
2300,Missouri,201104,56.8,94,54.5,2.3
2400,Montana,201104,37.7,25,40.7,-3
2500,Nebraska,201104,47.5,54,47.7,-0.2
2600,Nevada,201104,44.4,29,46.6,-2.2
2700,New Hampshire,201104,42.4,92,40.7,1.7
2800,New Jersey,201104,53.9,120,49.3,4.6
2900,New Mexico,201104,55.6,117,51.4,4.2
3000,New York,201104,45,93,42.8,2.2
3100,North Carolina,201104,61.4,118,57.8,3.6
3200,North Dakota,201104,39.1,34,41.2,-2.1
3300,Ohio,201104,52.1,99,49.2,2.9
3400,Oklahoma,201104,62.1,104,59.4,2.7
3500,Oregon,201104,39.5,7,43.9,-4.4
3600,Pennsylvania,201104,49.7,105,46.8,2.9
3700,Rhode Island,201104,49.1,113,45.7,3.4
3800,South Carolina,201104,65,112,61.9,3.1
3900,South Dakota,201104,43.1,38,44.7,-1.6
4000,Tennessee,201104,61,113,57.6,3.4
4100,Texas,201104,70.3,123,64.8,5.5
4200,Utah,201104,43.5,33,45.5,-2
4300,Vermont,201104,41.7,87,39.9,1.8
4400,Virginia,201104,58.2,121,54,4.2
4500,Washington,201104,40.2,2,45.1,-4.9
4600,West Virginia,201104,55,117,50.9,4.1
4700,Wisconsin,201104,41.7,47,42.6,-0.9
4800,Wyoming,201104,37.1,33,38.8,-1.7
100,Alabama,201105,69.9,43,70.7,-0.8
200,Arizona,201105,63.2,25,65,-1.8
300,Arkansas,201105,67.3,37,68.7,-1.4
400,California,201105,57.6,17,60.7,-3.1
500,Colorado,201105,49.3,18,51.8,-2.5
600,Connecticut,201105,59.7,108,56.8,2.9
700,Delaware,201105,66.4,116,62.1,4.3
800,Florida,201105,76.2,90,75.1,1.1
900,Georgia,201105,71.3,70,71,0.3
1000,Idaho,201105,45.8,11,49.3,-3.5
1100,Illinois,201105,62.1,58,62.1,0
1200,Indiana,201105,62.1,66,61.3,0.8
1300,Iowa,201105,59.1,56,59.8,-0.7
1400,Kansas,201105,62.6,48,63.4,-0.8
1500,Kentucky,201105,64.2,52,64.4,-0.2
1600,Louisiana,201105,73.7,65,73.4,0.3
1700,Maine,201105,51.9,87,50.5,1.4
1800,Maryland,201105,65.8,112,62.3,3.5
1900,Massachusetts,201105,58.5,107,55.7,2.8
2000,Michigan,201105,55,80,53.6,1.4
2100,Minnesota,201105,53.6,54,54.2,-0.6
2200,Mississippi,201105,70.6,45,71.3,-0.7
2300,Missouri,201105,62.8,38,64.2,-1.4
2400,Montana,201105,47.1,15,50.2,-3.1
2500,Nebraska,201105,56,25,58.4,-2.4
2600,Nevada,201105,50.8,12,55,-4.2
2700,New Hampshire,201105,55.8,108,52.6,3.2
2800,New Jersey,201105,63.7,115,59.8,3.9
2900,New Mexico,201105,59.6,39,60.2,-0.6
3000,New York,201105,58,112,54.5,3.5
3100,North Carolina,201105,67.6,85,66.4,1.2
3200,North Dakota,201105,50.9,29,53.7,-2.8
3300,Ohio,201105,61.7,82,60,1.7
3400,Oklahoma,201105,67.7,56,68,-0.3
3500,Oregon,201105,46.5,9,50.5,-4
3600,Pennsylvania,201105,61,111,57.6,3.4
3700,Rhode Island,201105,58.9,109,56.1,2.8
3800,South Carolina,201105,71.3,79,70.3,1
3900,South Dakota,201105,53,22,56,-3
4000,Tennessee,201105,65.7,52,66.1,-0.4
4100,Texas,201105,74.1,101,72.5,1.6
4200,Utah,201105,50.8,11,54.7,-3.9
4300,Vermont,201105,56.2,114,52.2,4
4400,Virginia,201105,64.8,89,63.2,1.6
4500,Washington,201105,48.6,13,51.8,-3.2
4600,West Virginia,201105,62,86,60.5,1.5
4700,Wisconsin,201105,54,56,54.6,-0.6
4800,Wyoming,201105,44.2,6,48.4,-4.2
100,Alabama,201106,81.2,123,77.5,3.7
200,Arizona,201106,75.7,80,74.4,1.3
300,Arkansas,201106,81.7,122,76.5,5.2
400,California,201106,66.9,30,68.3,-1.4
500,Colorado,201106,62.9,91,61.2,1.7
600,Connecticut,201106,66.9,94,65.4,1.5
700,Delaware,201106,74.3,119,70.7,3.6
800,Florida,201106,82.1,121,79.5,2.6
900,Georgia,201106,81.1,122,77.4,3.7
1000,Idaho,201106,54,19,56.7,-2.7
1100,Illinois,201106,72.9,90,71.4,1.5
1200,Indiana,201106,72.2,94,70.5,1.7
1300,Iowa,201106,69.6,72,69.1,0.5
1400,Kansas,201106,76.8,108,73.4,3.4
1500,Kentucky,201106,74.2,94,72.6,1.6
1600,Louisiana,201106,83.8,125,79.8,4
1700,Maine,201106,60.2,67,59.8,0.4
1800,Maryland,201106,74,119,70.6,3.4
1900,Massachusetts,201106,65.2,77,64.4,0.8
2000,Michigan,201106,64.2,72,63.3,0.9
2100,Minnesota,201106,63.4,50,63.7,-0.3
2200,Mississippi,201106,82.2,122,78.3,3.9
2300,Missouri,201106,75.8,108,73,2.8
2400,Montana,201106,56.3,29,58.3,-2
2500,Nebraska,201106,68.2,62,68.3,-0.1
2600,Nevada,201106,62.4,32,63.9,-1.5
2700,New Hampshire,201106,62.1,72,61.5,0.6
2800,New Jersey,201106,71.9,118,68.5,3.4
2900,New Mexico,201106,73.1,119,69.2,3.9
3000,New York,201106,65.1,100,63.4,1.7
3100,North Carolina,201106,77,119,73.6,3.4
3200,North Dakota,201106,62.4,55,62.9,-0.5
3300,Ohio,201106,70.4,89,68.9,1.5
3400,Oklahoma,201106,83.4,123,76.9,6.5
3500,Oregon,201106,54.9,18,57.2,-2.3
3600,Pennsylvania,201106,68,104,66,2
3700,Rhode Island,201106,66.2,93,64.7,1.5
3800,South Carolina,201106,80.8,122,77,3.8
3900,South Dakota,201106,64.7,49,65.7,-1
4000,Tennessee,201106,76.5,115,73.8,2.7
4100,Texas,201106,85.2,125,79.6,5.6
4200,Utah,201106,63.3,47,64,-0.7
4300,Vermont,201106,62,87,61,1
4400,Virginia,201106,73.4,112,70.9,2.5
4500,Washington,201106,55.5,16,57.7,-2.2
4600,West Virginia,201106,69.5,89,68.1,1.4
4700,Wisconsin,201106,64.3,60,64.1,0.2
4800,Wyoming,201106,56.4,37,57.6,-1.2
100,Alabama,201107,81.7,110,79.9,1.8
200,Arizona,201107,80.8,88,79.7,1.1
300,Arkansas,201107,84.7,122,80.3,4.4
400,California,201107,74.2,42,74.7,-0.5
500,Colorado,201107,70,119,67.1,2.9
600,Connecticut,201107,74.1,118,70.7,3.4
700,Delaware,201107,80.6,124,75.5,5.1
800,Florida,201107,82.6,117,81,1.6
900,Georgia,201107,81.9,115,79.7,2.2
1000,Idaho,201107,64.3,38,65.1,-0.8
1100,Illinois,201107,79.9,120,75.6,4.3
1200,Indiana,201107,78.8,120,74.5,4.3
1300,Iowa,201107,78,118,73.9,4.1
1400,Kansas,201107,84.9,121,78.9,6
1500,Kentucky,201107,79.5,119,76.3,3.2
1600,Louisiana,201107,84.1,122,81.9,2.2
1700,Maine,201107,67.6,106,65.3,2.3
1800,Maryland,201107,79.6,124,75.1,4.5
1900,Massachusetts,201107,72.8,114,69.7,3.1
2000,Michigan,201107,72.7,121,68.1,4.6
2100,Minnesota,201107,72.7,117,68.8,3.9
2200,Mississippi,201107,82.9,120,80.8,2.1
2300,Missouri,201107,82.7,119,77.7,5
2400,Montana,201107,66.6,77,65.7,0.9
2500,Nebraska,201107,77.7,111,74.5,3.2
2600,Nevada,201107,71.9,46,72.1,-0.2
2700,New Hampshire,201107,69.1,110,66.5,2.6
2800,New Jersey,201107,78.4,125,73.5,4.9
2900,New Mexico,201107,76.6,123,72.7,3.9
3000,New York,201107,71.4,121,68.2,3.2
3100,North Carolina,201107,80,121,76.9,3.1
3200,North Dakota,201107,71.1,97,69,2.1
3300,Ohio,201107,77.3,122,73,4.3
3400,Oklahoma,201107,89.2,125,81.7,7.5
3500,Oregon,201107,62.7,18,64.8,-2.1
3600,Pennsylvania,201107,74.3,123,70.4,3.9
3700,Rhode Island,201107,73.8,115,70.3,3.5
3800,South Carolina,201107,82.8,122,79.9,2.9
3900,South Dakota,201107,75.9,106,72.6,3.3
4000,Tennessee,201107,80,117,77.1,2.9
4100,Texas,201107,87,125,82.3,4.7
4200,Utah,201107,71.8,62,71.5,0.3
4300,Vermont,201107,68.5,109,65.9,2.6
4400,Virginia,201107,77.8,121,74.7,3.1
4500,Washington,201107,61,12,64,-3
4600,West Virginia,201107,74.9,118,71.9,3
4700,Wisconsin,201107,73.2,118,68.9,4.3
4800,Wyoming,201107,67.3,98,65.3,2
100,Alabama,201108,81.8,117,79.3,2.5
200,Arizona,201108,82.2,125,77.8,4.4
300,Arkansas,201108,83.1,116,79.3,3.8
400,California,201108,75.2,99,73.7,1.5
500,Colorado,201108,69.2,125,65.2,4
600,Connecticut,201108,70.8,100,68.6,2.2
700,Delaware,201108,75.5,88,73.7,1.8
800,Florida,201108,83.7,125,81.1,2.6
900,Georgia,201108,82.2,124,79,3.2
1000,Idaho,201108,66.1,105,63.6,2.5
1100,Illinois,201108,74.8,97,73.4,1.4
1200,Indiana,201108,73.1,79,72.3,0.8
1300,Iowa,201108,72,84,71.4,0.6
1400,Kansas,201108,80.9,114,77.3,3.6
1500,Kentucky,201108,75.8,88,74.8,1
1600,Louisiana,201108,86.7,125,81.6,5.1
1700,Maine,201108,64.8,92,63,1.8
1800,Maryland,201108,75.1,92,73.2,1.9
1900,Massachusetts,201108,69.8,96,67.5,2.3
2000,Michigan,201108,68.3,102,65.9,2.4
2100,Minnesota,201108,68.2,99,66.3,1.9
2200,Mississippi,201108,83,119,80.2,2.8
2300,Missouri,201108,77.8,98,76,1.8
2400,Montana,201108,66.8,111,64.1,2.7
2500,Nebraska,201108,73.9,101,72.3,1.6
2600,Nevada,201108,72.5,105,70.1,2.4
2700,New Hampshire,201108,66.2,95,64.1,2.1
2800,New Jersey,201108,73.5,95,71.6,1.9
2900,New Mexico,201108,76,125,70.9,5.1
3000,New York,201108,67.6,91,66,1.6
3100,North Carolina,201108,77.7,112,75.6,2.1
3200,North Dakota,201108,68.6,91,66.9,1.7
3300,Ohio,201108,71.9,82,70.9,1
3400,Oklahoma,201108,87.7,125,80.9,6.8
3500,Oregon,201108,66.1,100,63.9,2.2
3600,Pennsylvania,201108,69.4,80,68.4,1
3700,Rhode Island,201108,71.3,102,68.7,2.6
3800,South Carolina,201108,81.4,118,78.7,2.7
3900,South Dakota,201108,71.6,89,70.5,1.1
4000,Tennessee,201108,77.8,103,76,1.8
4100,Texas,201108,88.2,125,81.9,6.3
4200,Utah,201108,72.5,118,69.4,3.1
4300,Vermont,201108,65.8,102,63.4,2.4
4400,Virginia,201108,74.9,95,73.1,1.8
4500,Washington,201108,64.9,89,63.5,1.4
4600,West Virginia,201108,71.6,91,70.4,1.2
4700,Wisconsin,201108,68.2,97,66.4,1.8
4800,Wyoming,201108,66.4,117,63.4,3
100,Alabama,201109,72.1,11,74.7,-2.6
200,Arizona,201109,74.6,110,72,2.6
300,Arkansas,201109,70.2,19,72.8,-2.6
400,California,201109,72.2,121,68.5,3.7
500,Colorado,201109,58.5,77,57.3,1.2
600,Connecticut,201109,66.4,122,61.5,4.9
700,Delaware,201109,70.7,109,67.4,3.3
800,Florida,201109,79.7,79,79.1,0.6
900,Georgia,201109,73.6,48,74.5,-0.9
1000,Idaho,201109,59.6,119,54.7,4.9
1100,Illinois,201109,63.6,17,66.2,-2.6
1200,Indiana,201109,63.6,22,65.7,-2.1
1300,Iowa,201109,60.2,19,63,-2.8
1400,Kansas,201109,66.2,27,68.6,-2.4
1500,Kentucky,201109,66.9,32,68.6,-1.7
1600,Louisiana,201109,76,35,77.2,-1.2
1700,Maine,201109,59,118,54.9,4.1
1800,Maryland,201109,69,99,67,2
1900,Massachusetts,201109,64.9,120,60.4,4.5
2000,Michigan,201109,58.7,61,58.5,0.2
2100,Minnesota,201109,57.5,68,56.8,0.7
2200,Mississippi,201109,72.5,9,75.1,-2.6
2300,Missouri,201109,64.8,13,68.2,-3.4
2400,Montana,201109,58.3,112,53.8,4.5
2500,Nebraska,201109,60.6,25,62.8,-2.2
2600,Nevada,201109,65.6,121,61.7,3.9
2700,New Hampshire,201109,61,118,56.5,4.5
2800,New Jersey,201109,68.9,116,65,3.9
2900,New Mexico,201109,66.3,101,64.5,1.8
3000,New York,201109,62.6,115,58.9,3.7
3100,North Carolina,201109,71,76,70.2,0.8
3200,North Dakota,201109,58.3,88,56.3,2
3300,Ohio,201109,64.2,51,64.5,-0.3
3400,Oklahoma,201109,71.1,31,73.1,-2
3500,Oregon,201109,62.6,124,57.3,5.3
3600,Pennsylvania,201109,64.4,107,61.7,2.7
3700,Rhode Island,201109,66.5,122,61.9,4.6
3800,South Carolina,201109,74.1,71,73.7,0.4
3900,South Dakota,201109,59.9,53,60.2,-0.3
4000,Tennessee,201109,68.1,26,70.2,-2.1
4100,Texas,201109,77.9,107,75.9,2
4200,Utah,201109,63.2,105,60.6,2.6
4300,Vermont,201109,60.8,122,56,4.8
4400,Virginia,201109,68.2,85,67.1,1.1
4500,Washington,201109,61,118,56.9,4.1
4600,West Virginia,201109,65.1,74,64.4,0.7
4700,Wisconsin,201109,57.3,44,58,-0.7
4800,Wyoming,201109,56.4,103,53.6,2.8
100,Alabama,201110,60.6,13,63.9,-3.3
200,Arizona,201110,62.8,95,61,1.8
300,Arkansas,201110,60.6,42,61.8,-1.2
400,California,201110,61.4,101,59.5,1.9
500,Colorado,201110,47.1,73,46.5,0.6
600,Connecticut,201110,53.4,101,51,2.4
700,Delaware,201110,57.2,70,56.4,0.8
800,Florida,201110,70.5,25,72.3,-1.8
900,Georgia,201110,61.6,16,64.2,-2.6
1000,Idaho,201110,45.4,86,44.1,1.3
1100,Illinois,201110,55.2,73,54.6,0.6
1200,Indiana,201110,53.9,62,53.9,0
1300,Iowa,201110,53.4,93,51.4,2
1400,Kansas,201110,57.5,79,56.5,1
1500,Kentucky,201110,55.6,35,57,-1.4
1600,Louisiana,201110,65.5,21,67.5,-2
1700,Maine,201110,47.6,112,44.3,3.3
1800,Maryland,201110,55.9,57,55.8,0.1
1900,Massachusetts,201110,52.6,104,50,2.6
2000,Michigan,201110,49.7,97,47.5,2.2
2100,Minnesota,201110,49.9,114,45,4.9
2200,Mississippi,201110,61.3,15,64.4,-3.1
2300,Missouri,201110,57.2,69,57,0.2
2400,Montana,201110,45.9,102,43.2,2.7
2500,Nebraska,201110,52.7,95,50.8,1.9
2600,Nevada,201110,52.4,89,50.7,1.7
2700,New Hampshire,201110,48.2,102,45.8,2.4
2800,New Jersey,201110,55.8,87,54,1.8
2900,New Mexico,201110,55.3,91,54.1,1.2
3000,New York,201110,49.6,86,48,1.6
3100,North Carolina,201110,58.2,35,59.6,-1.4
3200,North Dakota,201110,48.4,117,44,4.4
3300,Ohio,201110,52.7,51,52.8,-0.1
3400,Oklahoma,201110,61.8,67,61.6,0.2
3500,Oregon,201110,49,91,48.1,0.9
3600,Pennsylvania,201110,50.8,60,50.6,0.2
3700,Rhode Island,201110,54.9,110,51.9,3
3800,South Carolina,201110,61,22,63.2,-2.2
3900,South Dakota,201110,51.3,109,47.8,3.5
4000,Tennessee,201110,56.8,31,58.8,-2
4100,Texas,201110,66.9,82,66.1,0.8
4200,Utah,201110,50,82,48.9,1.1
4300,Vermont,201110,47.7,100,45.2,2.5
4400,Virginia,201110,55.5,48,56.2,-0.7
4500,Washington,201110,47.2,67,47.2,0
4600,West Virginia,201110,52.2,39,53.3,-1.1
4700,Wisconsin,201110,49.8,103,46.8,3
4800,Wyoming,201110,44.8,98,42.5,2.3
100,Alabama,201111,55.3,85,53.5,1.8
200,Arizona,201111,49.4,64,49.2,0.2
300,Arkansas,201111,53.4,102,49.8,3.6
400,California,201111,48.2,34,49.5,-1.3
500,Colorado,201111,34.9,79,33.5,1.4
600,Connecticut,201111,45.9,121,40.2,5.7
700,Delaware,201111,50.8,116,45.7,5.1
800,Florida,201111,66.4,94,64.3,2.1
900,Georgia,201111,56.2,90,54.2,2
1000,Idaho,201111,30.5,39,31.6,-1.1
1100,Illinois,201111,45.8,112,40.8,5
1200,Indiana,201111,46.9,118,41.1,5.8
1300,Iowa,201111,39.4,99,35.7,3.7
1400,Kansas,201111,43.7,81,42,1.7
1500,Kentucky,201111,49.9,114,45.3,4.6
1600,Louisiana,201111,59.7,87,57.4,2.3
1700,Maine,201111,38.8,123,32.3,6.5
1800,Maryland,201111,49.5,114,44.8,4.7
1900,Massachusetts,201111,45.4,123,39.2,6.2
2000,Michigan,201111,39.9,117,34.6,5.3
2100,Minnesota,201111,32.9,102,27.9,5
2200,Mississippi,201111,56.1,88,53.9,2.2
2300,Missouri,201111,47.4,107,43.6,3.8
2400,Montana,201111,30,66,29.5,0.5
2500,Nebraska,201111,38.2,87,35.9,2.3
2600,Nevada,201111,37.6,41,38.9,-1.3
2700,New Hampshire,201111,40.2,123,34.1,6.1
2800,New Jersey,201111,48.9,121,43.1,5.8
2900,New Mexico,201111,43.5,78,42.1,1.4
3000,New York,201111,43.1,123,36.3,6.8
3100,North Carolina,201111,52.4,104,49.3,3.1
3200,North Dakota,201111,30.5,100,26.4,4.1
3300,Ohio,201111,46.9,119,40.8,6.1
3400,Oklahoma,201111,50,77,48.4,1.6
3500,Oregon,201111,37,47,37.7,-0.7
3600,Pennsylvania,201111,44.9,119,39.3,5.6
3700,Rhode Island,201111,47.8,124,41.5,6.3
3800,South Carolina,201111,55.3,92,53.1,2.2
3900,South Dakota,201111,34.4,89,31.7,2.7
4000,Tennessee,201111,51,108,47.4,3.6
4100,Texas,201111,56.9,89,54.6,2.3
4200,Utah,201111,36,57,36,0
4300,Vermont,201111,40.2,123,33.2,7
4400,Virginia,201111,49.4,110,45.5,3.9
4500,Washington,201111,35.3,39,36.6,-1.3
4600,West Virginia,201111,46.7,111,42.1,4.6
4700,Wisconsin,201111,36.7,110,31.6,5.1
4800,Wyoming,201111,28.8,54,29,-0.2
100,Alabama,201112,49.3,92,46.4,2.9
200,Arizona,201112,39.9,38,41.5,-1.6
300,Arkansas,201112,43.3,84,41.5,1.8
400,California,201112,42.8,53,43.1,-0.3
500,Colorado,201112,24.4,47,25.2,-0.8
600,Connecticut,201112,36.9,121,29.2,7.7
700,Delaware,201112,43.4,118,36.2,7.2
800,Florida,201112,62.8,108,58.8,4
900,Georgia,201112,51.3,104,47.1,4.2
1000,Idaho,201112,24.8,66,23.9,0.9
1100,Illinois,201112,35.9,115,29.4,6.5
1200,Indiana,201112,36.6,111,30.3,6.3
1300,Iowa,201112,29.1,111,22.7,6.4
1400,Kansas,201112,33.1,78,31.5,1.6
1500,Kentucky,201112,41,109,36.2,4.8
1600,Louisiana,201112,51.3,74,50.9,0.4
1700,Maine,201112,26,116,18.7,7.3
1800,Maryland,201112,41.8,114,35.3,6.5
1900,Massachusetts,201112,35.8,121,28.1,7.7
